Id,IsDeleted,Name,ParentId,Type,RecordTypeId,Status,StartDate,EndDate,ExpectedRevenue,BudgetedCost,ActualCost,ExpectedResponse,NumberSent,IsActive,CampaignImageId,NumberOfLeads,NumberOfConvertedLeads,NumberOfContacts,NumberOfResponses,NumberOfOpportunities,NumberOfWonOpportunities,AmountAllOpportunities,AmountWonOpportunities,HierarchyNumberOfLeads,HierarchyNumberOfConvertedLeads,HierarchyNumberOfContacts,HierarchyNumberOfResponses,HierarchyNumberOfOpportunities,HierarchyNumberOfWonOpportunities,HierarchyAmountAllOpportunities,HierarchyAmountWonOpportunities,HierarchyNumberSent,HierarchyExpectedRevenue,HierarchyBudgetedCost,HierarchyActualCost,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,CampaignMemberRecordTypeId,GW_Volunteers__Number_of_Volunteers__c,GW_Volunteers__Volunteer_Completed_Hours__c,GW_Volunteers__Volunteer_Jobs__c,GW_Volunteers__Volunteer_Shifts__c,GW_Volunteers__Volunteers_Still_Needed__c,GW_Volunteers__Volunteer_Website_Time_Zone__c,Workshop_Staff_Members__c,Workshop_Type__c,Workshop_Sponsor__c,Program_Location__c,stayclassy__Classy_Campaign_Type__c,stayclassy__Commitment__c,stayclassy__Event_Image_URL__c,stayclassy__Fundraiser_Alias__c,stayclassy__address1__c,stayclassy__address2__c,stayclassy__city__c,stayclassy__country__c,stayclassy__sc_event_id__c,stayclassy__sf_contact_id__c,stayclassy__sf_designation_id__c,stayclassy__state__c,stayclassy__venue_name__c,stayclassy__zip__c,EventbriteSync__EventbriteId__c,Event_Capacity__c,stayclassy__Classy_API_Request__c,stayclassy__Classy_Designation_Id__c,stayclassy__Classy_External_ID__c,stayclassy__Classy_Fundraising_Team__c,stayclassy__Classy_Member_ID__c,stayclassy__Classy_Organization_ID__c,stayclassy__Classy_Parent_Campaign_ID__c,stayclassy__Classy_Parent_Campaign__c,stayclassy__Classy_Team_ID__c,stayclassy__Currency_Code__c,stayclassy__End_Date__c,stayclassy__Normalized_Goal_Amount__c,stayclassy__Start_Date__c,stayclassy__Team_Role__c,stayclassy__Team__c,stayclassy__Timezone_Identifier__c,stayclassy__Allocated_Fund__c,stayclassy__Deferred_Transaction_Amount__c,stayclassy__Raw_Currency_Code__c,stayclassy__Raw_Goal_Amount__c,Date_Email_Sent__c,Number_Quality_Survey_Ratings__c,Quality_Survey_Rating_Total__c,Workshop_Length_In_Days__c,Number_of_Registrants__c,EO_Email_Campaign__c,Recommendation_Rating_Total__c,Number_Recommendation_Ratings__c,Account_Name__c,stayclassy__Classy_Mode_Checked_By_Default__c,stayclassy__Classy_Mode_Enabled__c,stayclassy__Effective_Fixed_FOT_Percent__c,stayclassy__Fixed_FOT_Percent__c
70138000000jPNbAAM,0,Web Donation,000000000000000AAA,Other,01250000000Lunn,In Progress,4/6/2016 0:00,,,,,0,0,1,,0,0,0,0,245,245,115975.17,115975.17,0,0,0,0,245,245,115975.17,115975.17,0,,,,00550000000z4FcAAI,4/6/2016 12:58,00550000000z4FcAAI,4/6/2016 12:58,00550000000z4FcAAI,6/22/2017 16:25,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPNgAAM,0,1st Annual Hire Heroes USA NYC Dinner,70138000001QNfHAAW,Fundraiser,01238000000E8RT,Completed,7/13/2014 0:00,7/14/2014 0:00,200000,,,0,0,1,,0,0,0,0,47,47,179050,179050,0,0,0,0,47,47,179050,179050,0,200000,0,0,00550000000z4FcAAI,4/6/2016 13:08,00550000000z4FcAAI,8/9/2017 13:06,005500000041OZSAA2,8/12/2017 3:11,,,0,0,0,0,0,,,,,,Fundraiser,,,,"450 East 29th Street, 2nd Floor",,New York,,73408,,a2438000001ajaKAAQ,NY,"Apella, Event Space at Alexandria Center",10016,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPNlAAM,0,3rd Annual Hire Heroes USA NYC Benefit Dinner and Auction,70138000001QNfHAAW,Registration,012380000009wCR,Unpublished,7/13/2016 0:00,7/14/2016 0:00,600000,,,0,0,0,000000000000000AAA,0,0,53,53,68,68,420111.16,420111.16,0,0,53,53,68,68,420111.16,420111.16,0,600000,0,0,00550000000z4FcAAI,4/6/2016 13:09,00550000000z4FcAAI,4/22/2018 2:29,00538000004gsNsAAI,11/27/2018 13:43,,,0,0,0,0,0,,,,,,Campaign,,,,"450 East 29th Street, 2nd Floor",,New York,,73408,,a2438000001ajaKAAQ,NY,Apella at Alexandria Center,10016,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPNqAAM,0,Georgia Salute to Veterans Golf Classic 2013,000000000000000AAA,Fundraiser,01238000000E8RT,Completed,11/1/2013 0:00,,,,,0,0,1,,0,0,0,0,50,50,38070,38070,0,0,0,0,50,50,38070,38070,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:17,00550000000z4FcAAI,4/13/2016 19:53,00550000000z4FcAAI,8/1/2018 16:27,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPNvAAM,0,Georgia Salute to Veterans Golf Classic 2014,000000000000000AAA,Other,01250000000Lunn,Planned,11/1/2014 0:00,,,,,0,0,0,,0,0,0,0,22,22,20531,20531,0,0,0,0,22,22,20531,20531,0,,,,00550000000z4FcAAI,4/6/2016 13:17,00550000000z4FcAAI,4/6/2016 13:17,00550000000z4FcAAI,10/21/2016 19:28,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPO0AAM,0,Georgia Salute to Veterans Golf Classic 2015,000000000000000AAA,Other,01250000000Lunn,Completed,11/1/2015 0:00,,,,,0,0,1,,0,0,0,0,56,56,16128.76,16128.76,0,0,0,0,56,56,16128.76,16128.76,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:17,00550000000z4FcAAI,4/6/2016 13:18,00550000000z4FcAAI,4/22/2016 3:25,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPO5AAM,0,Georgia Salute to Veterans Golf Classic 2016,000000000000000AAA,Other,01250000000Lunn,In Progress,11/1/2016 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,00550000000z4FcAAI,4/6/2016 13:18,00550000000z4FcAAI,4/6/2016 13:18,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOAAA2,0,Texas Salute to Veterans Golf Classic 2013,000000000000000AAA,Other,01250000000Lunn,Completed,11/1/2013 0:00,,,,,0,0,1,,0,0,0,0,23,23,13220,13220,0,0,0,0,23,23,13220,13220,0,,,,00550000000z4FcAAI,4/6/2016 13:19,00550000000z4FcAAI,4/6/2016 13:19,00550000000z4FcAAI,5/17/2016 16:49,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOFAA2,0,Legends Camp Event,000000000000000AAA,Other,01250000000Lunn,Completed,1/10/2011 0:00,,,,,0,0,1,,0,0,0,0,7,7,148439.11,148439.11,0,0,0,0,7,7,148439.11,148439.11,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:20,00550000000z4FcAAI,4/6/2016 14:42,00550000000z4FcAAI,5/31/2018 10:15,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOKAA2,0,7-11 In Store Campaign,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,1/10/2014 0:00,,,,,0,0,1,,0,0,0,0,5,5,212351,212351,0,0,0,0,5,5,212351,212351,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:20,00550000000z4FcAAI,4/13/2016 19:48,00550000000z4FcAAI,4/16/2016 12:29,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOPAA2,0,Marine Corps Marathon 2011,000000000000000AAA,,012380000009wCL,Completed,1/1/2011 0:00,,,,,0,0,1,,0,0,0,0,286,286,25515.4,25515.4,0,0,0,0,286,286,25515.4,25515.4,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:21,00550000000z4FcAAI,4/18/2016 16:05,00550000000z4FcAAI,8/2/2016 19:51,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOUAA2,0,Marine Corps Marathon 2012,000000000000000AAA,,01250000000Lunn,Completed,1/1/2012 0:00,,,,,0,0,1,,0,0,0,0,340,340,27835.4,27835.4,0,0,0,0,340,340,27835.4,27835.4,0,,,,00550000000z4FcAAI,4/6/2016 13:22,00550000000z4FcAAI,4/6/2016 13:22,00550000000z4FcAAI,8/1/2018 16:26,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOZAA2,0,Marine Corps Marathon 2013,000000000000000AAA,,01250000000Lunn,Completed,1/1/2013 0:00,,,,,0,0,1,,0,0,0,0,183,183,18484,18484,0,0,0,0,183,183,18484,18484,0,,,,00550000000z4FcAAI,4/6/2016 13:22,00550000000z4FcAAI,4/6/2016 13:22,00550000000z4FcAAI,4/29/2016 16:15,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOeAAM,0,100 Holes For Our Heroes 2009,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/20/2009 0:00,,,,,0,0,1,,0,0,0,0,3,3,1750,1750,0,0,0,0,3,3,1750,1750,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:26,00550000000z4FcAAI,4/13/2016 19:45,00550000000z4FcAAI,5/25/2017 3:10,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOjAAM,0,100 Holes For Our Heroes 2008,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/20/2008 0:00,,,,,0,0,1,,0,0,0,0,1,1,25,25,0,0,0,0,1,1,25,25,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:27,00550000000z4FcAAI,4/13/2016 19:44,00550000000z4FcAAI,5/25/2017 3:10,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOoAAM,0,100 Holes For Our Heroes 2007,000000000000000AAA,Fundraiser,01238000000E8RT,Completed,4/20/2007 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:27,00550000000z4FcAAI,4/13/2016 19:44,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOtAAM,0,Georgia Salute to Veterans Golf Classic 2012,000000000000000AAA,Other,01250000000Lunn,Completed,11/1/2012 0:00,,,,,0,0,1,,0,0,0,0,49,49,41230,41230,0,0,0,0,49,49,41230,41230,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:29,00550000000z4FcAAI,4/6/2016 13:30,00550000000z4FcAAI,5/17/2016 16:43,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPOyAAM,0,Georgia Salute to Veterans Golf Classic 2011,000000000000000AAA,Other,01250000000Lunn,Completed,11/1/2011 0:00,,,,,0,0,1,,0,0,0,0,27,27,32270,32270,0,0,0,0,27,27,32270,32270,0,,,,00550000000z4FcAAI,4/6/2016 13:29,00550000000z4FcAAI,4/6/2016 13:29,00550000000z4FcAAI,5/17/2016 16:44,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPP3AAM,0,Georgia Salute to Veterans Golf Classic 2010,000000000000000AAA,Other,01250000000Lunn,Completed,11/1/2010 0:00,,,,,0,0,1,,0,0,0,0,11,11,9750,9750,0,0,0,0,11,11,9750,9750,0,,,,00550000000z4FcAAI,4/6/2016 13:30,00550000000z4FcAAI,4/6/2016 13:30,00550000000z4FcAAI,5/17/2016 16:44,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPP8AAM,0,MedAssets HBS 2010,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/1/2010 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:31,00550000000z4FcAAI,4/13/2016 19:51,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPDAA2,0,MedAssets HBS 2011,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/1/2011 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:31,00550000000z4FcAAI,4/13/2016 19:51,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPIAA2,0,MedAssets HBS 2012,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/1/2012 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:31,00550000000z4FcAAI,4/13/2016 19:51,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPNAA2,0,MedAssets HBS 2013,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/1/2013 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:31,00550000000z4FcAAI,4/13/2016 19:50,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPSAA2,0,MedAssets HBS 2014,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/1/2014 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:31,00550000000z4FcAAI,4/13/2016 19:50,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPXAA2,0,MedAssets HBS 2015,000000000000000AAA,Fundraiser,01250000000Lunn,Completed,4/1/2015 0:00,,,,,0,0,1,,0,0,0,0,1,1,450,450,0,0,0,0,1,1,450,450,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:32,00550000000z4FcAAI,4/13/2016 19:50,00550000000z4FcAAI,4/20/2016 19:16,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPcAAM,0,MedAssets HBS 2016,000000000000000AAA,Fundraiser,01250000000Lunn,In Progress,4/1/2016 0:00,,,,,0,0,1,,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:32,00550000000z4FcAAI,4/13/2016 19:50,00550000000z4FcAAI,1/14/2017 14:03,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPhAAM,0,Pennsylvania Salute to Veterans Golf Classic 2011,000000000000000AAA,Fundraiser,01238000000E8RT,Completed,1/1/2011 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:33,00550000000z4FcAAI,4/13/2016 19:54,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPmAAM,0,Texas Salute to Veterans Golf Classic 2012,000000000000000AAA,Other,01250000000Lunn,Completed,11/1/2012 0:00,,,,,0,0,1,,0,0,0,0,17,17,7490,7490,0,0,0,0,17,17,7490,7490,0,,,,00550000000z4FcAAI,4/6/2016 13:35,00550000000z4FcAAI,4/6/2016 13:35,00550000000z4FcAAI,4/7/2016 21:38,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPPrAAM,0,Texas Salute to Veterans Golf Classic 2014,000000000000000AAA,Fundraiser,01238000000E8RT,Completed,11/1/2014 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00550000000z4FcAAI,4/6/2016 13:35,00550000000z4FcAAI,4/13/2016 19:53,00550000000z4FcAAI,4/15/2016 1:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000jPQzAAM,0,San Diego April 2016,000000000000000AAA,Seminar / Conference,012380000009vyE,Planned,4/6/2016 0:00,4/7/2016 0:00,,,,0,0,1,,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,4/6/2016 18:15,00550000002C1oJAAS,10/17/2017 14:35,00550000002C1oJAAS,8/30/2018 14:10,,,0,0,0,0,0,,Amy Dodson;Eric Wooten;Kayla Corbisiero,Career Transition Workshop,USO,"San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,2,,,0,0,,,,,
70138000000qRHzAAM,0,Alpha Team Phoenix - Alpharetta Red,70138000000jPLuAAM,Team,012380000009wCR,Active,5/10/2016 0:00,,5000,,,0,0,1,,0,0,11,11,0,0,0,0,0,0,28,28,14,14,768.1,768.1,0,12000,0,0,00538000004mA6VAAU,5/10/2016 15:08,00538000004mA6VAAU,6/24/2016 0:27,00538000004mA6VAAU,8/13/2018 14:01,,,0,0,0,0,0,,,,,,Team,,,,,,,,79594,0033800002alvD4AAI,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRI4AAM,0,"Team BLue - Alpharetta, GA",70138000000qRI9AAM,Fundraiser,012380000009wCR,Active,5/10/2016 0:00,5/20/2016 0:00,2000,,,0,0,1,,0,0,2,2,2,2,129.69,129.69,0,0,2,2,2,2,129.69,129.69,0,2000,0,0,00538000004mA6VAAU,5/10/2016 15:11,00538000004mA6VAAU,5/16/2016 18:35,00538000004mA6VAAU,5/16/2016 18:35,,,0,0,0,0,0,,,,,,Fundraiser,,,"Team Blue - Alpharetta, GA",,,,,677682,0033800002aGRzoAAG,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRI9AAM,0,"Team Blue Alpharetta, GA",70138000000jPLuAAM,Team,012380000009wCR,Active,5/10/2016 0:00,,2000,,,0,0,1,,0,0,2,2,0,0,0,0,0,0,4,4,2,2,129.69,129.69,0,4000,0,0,00538000004mA6VAAU,5/10/2016 15:16,00538000004mA6VAAU,5/16/2016 18:35,00538000004mA6VAAU,8/27/2016 2:06,,,0,0,0,0,0,,,,,,Team,,,,,,,,79599,0033800002aGRzoAAG,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRIJAA2,0,"Support Hire Heroes USA this spring. Help us raise $50,000 to get 30 veterans...",70138000000qRHzAAM,Fundraiser,012380000009wCR,Active,5/10/2016 0:00,5/20/2016 0:00,2000,,,0,0,1,,0,0,3,3,2,2,103.88,103.88,0,0,3,3,2,2,103.88,103.88,0,2000,0,0,00538000004mA6VAAU,5/10/2016 15:30,00538000004mA6VAAU,5/10/2016 21:12,00538000004mA6VAAU,5/10/2016 21:12,,,0,0,0,0,0,,,,,,Fundraiser,,,Shaun Lewis,,,,,677708,0033800002aGS9OAAW,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRITAA2,0,Hire Heroes USA,70138000000qRHzAAM,Fundraiser,012380000009wCR,Active,5/10/2016 0:00,5/20/2016 0:00,2000,,,0,0,1,,0,0,2,2,1,1,10.63,10.63,0,0,2,2,1,1,10.63,10.63,0,2000,0,0,00538000004mA6VAAU,5/10/2016 15:34,00538000004mA6VAAU,5/10/2016 21:42,00538000004mA6VAAU,5/10/2016 21:42,,,0,0,0,0,0,,,,,,Fundraiser,,,Jessica Higgins,,,,,677714,0033800002aGSAvAAO,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRIYAA2,0,Shana,70138000000qRHzAAM,Fundraiser,012380000009wCR,Active,5/10/2016 0:00,5/20/2016 0:00,1000,,,0,0,1,,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1000,0,0,00538000004mA6VAAU,5/10/2016 15:35,00538000004mA6VAAU,5/10/2016 15:45,00538000004mA6VAAU,5/10/2016 15:45,,,0,0,0,0,0,,,,,,Fundraiser,,,Shana Mays,,,,,677715,0033800002aGSBPAA4,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRUZAA2,0,Chris Job Hunt,70138000000jPLuAAM,Fundraiser,012380000009wCR,Active,5/13/2016 0:00,5/20/2016 0:00,1,,,0,0,1,,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,00538000004mA6VAAU,5/13/2016 19:17,00538000004mA6VAAU,5/13/2016 19:17,00538000004mA6VAAU,5/13/2016 19:17,,,0,0,0,0,0,,,,,,Fundraiser,,,Christopher Dennis,,,,,680492,0033800002aGoZGAA0,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRa3AAE,0,Hire Heroes Fundraiser. All of your donations go to helping Veterans and thei...,70138000000jPLuAAM,Fundraiser,012380000009wCR,Active,5/16/2016 0:00,5/20/2016 0:00,3000,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,00538000004mA6VAAU,5/16/2016 18:30,00538000004mA6VAAU,8/22/2018 16:52,00538000004gsNsAAI,8/22/2018 16:52,,,0,0,0,0,0,,,,,,Fundraiser,,,Ian Bonnell,,,,,682240,,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRa8AAE,0,Hire Heroes USA Fundraiser. All of your donations go to helping Veterans and ...,70138000000jPLuAAM,Fundraiser,012380000009wCR,Active,5/16/2016 0:00,5/20/2016 0:00,3000,,,0,0,1,,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3000,0,0,00538000004mA6VAAU,5/16/2016 18:32,00538000004mA6VAAU,5/16/2016 18:32,00538000004mA6VAAU,5/16/2016 18:32,,,0,0,0,0,0,,,,,,Fundraiser,,,Tairyn Kaminski,,,,,682243,0035000002A1LIQAA3,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000qRhxAAE,0,Grant,000000000000000AAA,Grant,012380000009wCM,,,,,,,0,0,1,,0,0,0,0,7,7,282542.19,282542.19,0,0,0,0,7,7,282542.19,282542.19,0,0,0,0,005500000043clWAAQ,5/18/2016 14:39,005500000043clWAAQ,5/18/2016 14:40,005500000043clWAAQ,4/27/2017 15:01,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000000rlu4AAA,0,O2O/VCTP MyTrak Completion Needed,000000000000000AAA,Email,012380000009wCN,Completed,,,,,,0,0,1,000000000000000AAA,0,0,304,0,0,0,0,0,0,0,304,0,0,0,0,0,0,,,,00538000005Ey04AAC,3/13/2018 17:55,00538000005Ey04AAC,3/13/2018 17:55,00538000005Ey04AAC,8/30/2018 18:31,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3/13/2018 0:00,0,0,,,,0,0,,,,,
70138000000rm3pAAA,0,March Virtual Workshop 2018,000000000000000AAA,Seminar / Conference,01238000000EAST,Completed,3/14/2018 0:00,3/14/2018 0:00,,,,0,0,1,000000000000000AAA,0,0,62,62,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,00550000002C1oJAAS,3/15/2018 12:45,00550000002C1oJAAS,4/24/2018 18:00,00550000002C1oJAAS,1/3/2019 22:12,,,0,0,0,0,0,,Kayla Corbisiero,Veteran Employment Workshop,HHUSA,Virtual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,130,,0,0,,,,,
70138000000rm4OAAQ,0,Women's HIstory Month,000000000000000AAA,donation,012380000009wCR,Active,9/26/2017 0:00,,2500,,,0,0,1,000000000000000AAA,0,0,0,0,2,2,610,610,0,0,0,0,2,2,610,610,0,2500,0,0,00538000004gsNsAAI,3/15/2018 15:52,00538000004gsNsAAI,10/6/2018 6:00,00538000004gsNsAAI,10/6/2018 6:00,,,0,0,0,0,0,,,,,,Campaign,,,,,,,US,173292,,a2438000001ajaKAAQ,,,,,,,31222,Campaign-173292,,,26892,,,,USD,,,9/26/2017 0:00,,,America/New_York,0,0,USD,2500,,0,0,,,0,0,0,,1,1,3.2,
70138000000rm5CAAQ,0,San Diego 5K Sponsorships,000000000000000AAA,Ticketed,012380000009wCR,Deleted,3/15/2018 0:00,7/1/2018 0:00,5000,,,0,0,0,000000000000000AAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,00538000004gsNsAAI,3/15/2018 16:40,00538000004gsNsAAI,4/15/2018 6:00,00538000004gsNsAAI,4/15/2018 6:00,,,0,0,0,0,0,,,,,,Campaign,,,,,,,US,173312,,a2438000001ajaKAAQ,,Liberty Station,,,,,31222,Campaign-173312,,,26892,,,,USD,7/2/2018 0:00,,3/15/2018 0:00,,,America/Los_Angeles,0,0,USD,5000,,0,0,,,,0,0,,,,,
